minairtemp,maxairtemp,evapproxy,Longitude,Min_czcs
0.8388888888888901,0.7320000000000004,0.9057197075342204,0.36363636363636365,0.9996431134899102
0.8888888888888888,0.68,1.0,0.4393939393939394,0.9996880991844592
0.9444444444444444,0.68,0.9673450582142525,0.4696969696969697,0.9996091242984732
1.0,0.64,0.870460300012578,0.48484848484848486,0.999620120801585
0.9722222222222222,0.6440000000000009,0.7839455536779706,0.5,0.9995941290669568
0.7222222222222222,0.68,0.833300521166582,0.18181818181818182,0.9996421138078091
0.5,0.76,0.5332366741587781,0.19696969696969696,0.9996021265237655
0.4444444444444444,0.8,0.7617768335165346,0.24242424242424243,0.0
0.3888888888888889,0.8,0.7778069441482235,0.25757575757575757,0.0
0.7222222222222222,0.8,0.8418521921261737,0.3484848484848485,0.9996231198478883
0.8333333333333334,0.72,0.8501167566266906,0.36363636363636365,0.9996641068140331
0.7444444444444431,0.7479999999999996,0.7889083938991245,0.3787878787878788,0.9996171217552818
0.7777777777777778,0.72,0.930137428291744,0.4393939393939394,0.9997040940980767
0.9111111111111099,0.62,0.5901035770730454,0.5,0.9995991274774622
0.4944444444444432,0.8,0.9425240212404093,0.15151515151515152,0.9996321169867982
0.5,0.8,0.8738508905768926,0.16666666666666666,0.9996721042708419
0.5555555555555556,0.72,0.6963097249793557,0.18181818181818182,0.999631117304697
0.6666666666666666,0.76,0.7607172739651863,0.3787878787878788,0.9996211204836861
0.5333333333333345,0.78,0.7484400549056923,0.3939393939393939,0.9996541099930222
0.4444444444444444,0.8,0.7568003215592343,0.4090909090909091,0.9996571090393255
0.5277777777777778,0.7759999999999991,0.8027920419558239,0.42424242424242425,0.9996691052245387
0.6111111111111112,0.76,0.8260408292728277,0.4393939393939394,0.9997680737525467
0.8888888888888888,0.6,0.5834030591876802,0.5,0.9996001271595633
0.5555555555555556,0.8,0.86842321132676,0.15151515151515152,0.9996651064961342
0.4444444444444444,0.84,0.8339430927654642,0.16666666666666666,0.0
0.4444444444444444,0.8,0.7603071218807934,0.4090909090909091,0.9996900985486615
0.4444444444444444,0.8,0.7704310424972247,0.42424242424242425,0.9997040940980767
0.8333333333333334,0.6,0.344278925292165,0.5,0.0
0.816666666666666,0.62,0.4096065821206504,0.5151515151515151,0.9995991274774622
0.3111111111111124,0.8920000000000005,0.8290622829611888,0.13636363636363635,0.9996241195299894
0.2777777777777778,0.92,0.7243504558156831,0.15151515151515152,0.9996551096751233
0.6944444444444444,0.6559999999999991,0.4663634275589389,0.5151515151515151,0.9996101239805742
0.2999999999999987,0.9640000000000009,0.6546136640799742,0.10606060606060606,0.9996261188941916
0.2388888888888895,0.94,0.7714085716316944,0.12121212121212122,0.9996231198478883
0.2222222222222222,0.92,0.7550024882559786,0.13636363636363635,0.999641114125708
0.6111111111111112,0.68,0.5301270377722727,0.5151515151515151,0.9995951287490576
0.7222222222222222,0.68,0.6478297486041158,0.5303030303030303,0.9995911300206534
0.6611111111111099,0.6959999999999991,0.5011867066975102,0.5454545454545454,0.99959712811326
0.3888888888888889,0.935999999999999,0.6223237576493363,0.045454545454545456,0.9996441131720114
0.3388888888888901,0.9640000000000009,0.6763216467332753,0.06060606060606061,0.999651110946719
0.3388888888888901,0.9520000000000004,0.6775726105906738,0.07575757575757576,0.9996391147615058
0.3888888888888889,0.92,0.6459635566201282,0.09090909090909091,0.9997100921906834
0.2777777777777778,1.0,0.595990626657698,0.10606060606060606,0.9997820693019619
0.6111111111111112,0.72,0.5336570800452808,0.5454545454545454,0.9996101239805742
0.6111111111111112,0.7,0.45764291065793866,0.5606060606060606,0.9996111236626753
0.4833333333333327,0.8679999999999995,0.6672709574043388,0.015151515151515152,0.9995931293848557
0.4500000000000013,0.8920000000000005,0.6283516261162972,0.030303030303030304,0.9996831007739538
0.4444444444444444,0.92,0.6487389190578533,0.045454545454545456,0.9998070613544893
0.2777777777777778,1.0,0.37276056961921483,0.06060606060606061,0.9999350206634291
0.6388888888888888,0.68,0.47550229958601986,0.5606060606060606,0.9996281182583937
0.5222222222222209,0.824000000000001,0.6551776231960145,0.015151515151515152,0.9996011268416644
0.5,0.84,0.647870763812555,0.030303030303030304,0.9999310219350246
0.6111111111111112,0.68,0.4585035464483564,0.5606060606060606,0.9996081246163719
0.7222222222222222,0.64,0.5396945187275443,0.5757575757575758,0.9996351160331015
0.5555555555555556,0.7720000000000005,0.6825081073395348,0.015151515151515152,0.9996041258879675
0.5555555555555556,0.68,0.4705784238128832,0.5757575757575758,0.9996001271595633
0.566666666666666,0.64,0.4390049163563183,0.5909090909090909,0.9996081246163719
0.6111111111111112,0.68,0.6623915147736782,0.015151515151515152,0.999620120801585
0.5,0.6,0.4311340978568187,0.5909090909090909,0.9996041258879675
0.5,0.6079999999999995,0.4481130269770698,0.6060606060606061,0.9996001271595633
0.5,0.6,0.5229343373856359,0.6212121212121212,0.99959712811326
0.477777777777779,0.8359999999999991,0.6186460606259468,0.0,0.9995981277953611
0.4444444444444444,0.84,0.5855358500265232,0.015151515151515152,0.9997090925085823
0.3888888888888889,0.96,0.5552830322817034,0.030303030303030304,1.0
0.5,0.6,0.5281965886283968,0.6060606060606061,0.9996151223910796
0.477777777777779,0.5920000000000004,0.46719056759579786,0.6212121212121212,0.9996031262058664
0.4444444444444444,0.88,0.5739182922360946,0.015151515151515152,0.9996151223910796
0.3888888888888889,0.96,0.4897844787513877,0.030303030303030304,0.0
0.4388888888888876,0.564000000000001,0.39546932335843465,0.6212121212121212,0.9995991274774622
0.46111111111111175,0.8359999999999991,0.4968746411169262,0.015151515151515152,0.9996021265237655
0.5,0.8,0.4550555345922268,0.030303030303030304,0.9996111236626753
0.3888888888888889,0.56,0.37440733023805234,0.6212121212121212,0.99959712811326
0.5,0.64,0.4081983932975681,0.030303030303030304,0.9996041258879675
0.5,0.52,0.3275898369782182,0.6212121212121212,0.9995951287490576
0.5,0.6520000000000005,0.3197080810898015,0.030303030303030304,0.9995981277953611
0.477777777777779,0.52,0.3078410141147004,0.6212121212121212,0.9996081246163719
0.5,0.6159999999999991,0.32014694382010184,0.030303030303030304,0.9995941290669568
0.5,0.64,0.29690772671840054,0.045454545454545456,0.9996071249342708
0.42777777777777715,0.49200000000000044,0.29473802219196216,0.6212121212121212,0.9996001271595633
0.5,0.56,0.41216729830087667,0.045454545454545456,0.9995981277953611
0.2777777777777778,0.64,0.3225353961248831,0.24242424242424243,0.0
0.3333333333333333,0.64,0.3246736556581848,0.25757575757575757,0.9996071249342708
0.3333333333333333,0.64,0.3370657173013087,0.2727272727272727,0.9996071249342708
0.3333333333333333,0.68,0.34366096281834635,0.2878787878787879,0.9996051255700686
0.2777777777777778,0.68,0.2997965645661412,0.30303030303030304,0.0
0.3888888888888889,0.48,0.33348919112540265,0.6060606060606061,0.9996131230268773
0.37222222222222157,0.48,0.31408899753361885,0.6212121212121212,0.9995951287490576
0.5055555555555569,0.4720000000000005,0.4038077152341422,0.045454545454545456,0.9995991274774622
0.2222222222222222,0.64,0.33971324900606475,0.18181818181818182,0.9996051255700686
0.3333333333333333,0.52,0.31952009471778803,0.19696969696969696,0.9996011268416644
0.3111111111111124,0.555999999999999,0.3301095379500052,0.21212121212121213,0.9995991274774622
0.29444444444444506,0.6079999999999995,0.33285345539459366,0.22727272727272727,0.9995991274774622
0.29444444444444506,0.64,0.3203028016121711,0.24242424242424243,0.9996011268416644
0.29444444444444506,0.68,0.2939505301899278,0.30303030303030304,0.9995991274774622
0.2777777777777778,0.6959999999999991,0.24850567923919525,0.3181818181818182,0.9996091242984732
0.2777777777777778,0.72,0.23693939045931564,0.3333333333333333,0.9996451128541123
0.16666666666666666,0.72,0.2535095346687885,0.3787878787878788,0.9996031262058664
0.3333333333333333,0.48,0.3289775181970809,0.5909090909090909,0.0
0.3333333333333333,0.48,0.34084321799856726,0.6060606060606061,0.9996141227089785
0.5,0.4,0.29538811324572484,0.045454545454545456,0.9996101239805742
0.2777777777777778,0.56,0.22242000667180728,0.10606060606060606,0.0
0.2777777777777778,0.6,0.3182684472735824,0.12121212121212122,0.0
0.2777777777777778,0.6,0.3400652962118354,0.13636363636363635,0.9995981277953611
0.2777777777777778,0.56,0.28941629889696435,0.15151515151515152,0.9996071249342708
0.2777777777777778,0.6,0.361708338118441,0.16666666666666666,0.9996031262058664
0.2666666666666673,0.5959999999999991,0.33489191125402634,0.18181818181818182,0.9996021265237655
0.2999999999999987,0.62,0.2443467371034513,0.3333333333333333,0.9996031262058664
0.2777777777777778,0.64,0.22715042737847196,0.3484848484848485,0.9996161220731807
0.2777777777777778,0.6,0.25190584001881233,0.36363636363636365,0.9996151223910796
0.2777777777777778,0.6,0.30670626001454676,0.3787878787878788,0.9997740718451532
0.16666666666666666,0.68,0.09875915322735004,0.3939393939393939,0.9999880038147868
0.3888888888888889,0.44,0.3003324966230812,0.5909090909090909,0.9996011268416644
0.5555555555555556,0.28,0.2764206301029756,0.045454545454545456,0.9996021265237655
0.4444444444444444,0.4,0.2312813424551157,0.06060606060606061,0.0
0.3888888888888889,0.44,0.2483771649194188,0.09090909090909091,0.9995931293848557
0.32222222222222285,0.5240000000000009,0.25830147818811217,0.10606060606060606,0.9995941290669568
0.2777777777777778,0.58,0.3221443844710953,0.15151515151515152,0.9995951287490576
0.2777777777777778,0.5920000000000004,0.33853132741620595,0.16666666666666666,0.9995981277953611
0.3888888888888889,0.4,0.2819740893256553,0.3484848484848485,0.9996031262058664
0.32222222222222285,0.5359999999999991,0.28359965875346577,0.36363636363636365,0.9996091242984732
0.3333333333333333,0.52,0.2987452080564807,0.3787878787878788,0.9996471122183145
0.2222222222222222,0.6,0.23187537939067807,0.3939393939393939,0.9996371153973036
0.2777777777777778,0.48,0.22414811412071597,0.5757575757575758,0.9996021265237655
0.3111111111111124,0.46,0.25440366621276506,0.5909090909090909,0.9995991274774622
0.5555555555555556,0.28,0.28723223904757217,0.9090909090909091,0.9996181214373829
0.4833333333333327,0.37200000000000044,0.24289206437747118,0.06060606060606061,0.9995931293848557
0.4166666666666667,0.3959999999999991,0.2600227497689477,0.07575757575757576,0.9995941290669568
0.3888888888888889,0.45200000000000046,0.256387435127612,0.09090909090909091,0.9995921297027546
0.37222222222222157,0.46,0.287663582322992,0.3484848484848485,0.9995931293848557
0.3555555555555543,0.4759999999999991,0.3131415462186712,0.36363636363636365,0.9996031262058664
0.3888888888888889,0.36,0.3151403540432793,0.3787878787878788,0.9996281182583937
0.2777777777777778,0.56,0.2682681738388595,0.3939393939393939,0.9996321169867982
0.2777777777777778,0.56,0.28611047309675763,0.4090909090909091,0.9996251192120905
0.2222222222222222,0.44,0.14382256273959718,0.5757575757575758,0.9996021265237655
0.5555555555555556,0.28,0.2851131199448756,0.9242424242424242,0.9996131230268773
0.5,0.28,0.31656905047058115,0.9393939393939394,0.9996131230268773
0.3888888888888889,0.43200000000000044,0.3152579309741385,0.36363636363636365,0.99959712811326
0.35000000000000064,0.4679999999999995,0.31464065208712727,0.3787878787878788,0.9995991274774622
0.3055555555555556,0.48799999999999955,0.27889247999825006,0.4090909090909091,0.9996151223910796
0.16666666666666666,0.36,0.12762565692692185,0.5606060606060606,0.9996021265237655
0.22777777777777905,0.38,0.14435234251527135,0.5757575757575758,0.9996001271595633
0.5,0.28,0.29281304174254486,0.9242424242424242,0.9996111236626753
0.4444444444444444,0.28,0.3113628533460207,0.9393939393939394,0.9996651064961342
0.3888888888888889,0.28,0.3781014333448176,0.9545454545454546,0.999673103952943
0.3666666666666679,0.36799999999999955,0.2685798894229981,0.4090909090909091,0.9996101239805742
0.3888888888888889,0.28,0.26574710569345783,0.42424242424242425,0.9996571090393255
0.16666666666666666,0.44,0.18745043995646918,0.48484848484848486,0.0
0.16666666666666666,0.4,0.027614172668558836,0.5,0.0
0.2222222222222222,0.32,0.15374004014021733,0.5303030303030303,0.0
0.2222222222222222,0.28,0.2014639695065597,0.5454545454545454,0.0
0.3333333333333333,0.28,0.23536440645524695,0.5606060606060606,0.9996041258879675
0.2666666666666673,0.32,0.21306853914764928,0.5757575757575758,0.9996011268416644
0.37777777777777843,0.26799999999999957,0.21971847160927274,0.9393939393939394,0.9996341163510004
0.3333333333333333,0.28,0.20288309571855911,0.9545454545454546,0.9997820693019619
0.31666666666666604,0.2759999999999991,0.20977091638913045,0.9696969696969697,0.9996161220731807
0.3333333333333333,0.28,0.2213331036481661,0.9848484848484849,0.9996111236626753
0.3333333333333333,0.28,0.22240360058843153,1.0,0.9996051255700686
0.37777777777777843,0.28,0.25532240688180513,0.42424242424242425,0.9996031262058664
0.3388888888888901,0.28,0.22064814966722995,0.4393939393939394,0.9996011268416644
0.3333333333333333,0.28,0.17632711542773394,0.45454545454545453,0.99959712811326
0.2777777777777778,0.28,0.18364764654733978,0.4696969696969697,0.9996031262058664
0.2444444444444432,0.33200000000000046,0.18414324698264786,0.48484848484848486,0.9996011268416644
0.2777777777777778,0.28,0.2469293280615119,0.5,0.9995991274774622
0.3333333333333333,0.24,0.24508296009493655,0.5151515151515151,0.9996081246163719
0.2666666666666673,0.28,0.19904133786141237,0.5303030303030303,0.9996031262058664
0.29444444444444506,0.24,0.20978937323292812,0.9393939393939394,0.9996221201657872
0.3333333333333333,0.28,0.20198076113289476,0.9848484848484849,0.9996581087214266
0.3333333333333333,0.28,0.20380935584247975,1.0,0.9996091242984732
0.29444444444444506,0.2959999999999991,0.18654195308953894,0.4696969696969697,0.9996041258879675
0.2555555555555568,0.2920000000000005,0.22539087493642646,0.48484848484848486,0.9996121233447762
0.2999999999999987,0.23200000000000046,0.19223144608687567,0.5151515151515151,0.99959712811326
0.28888888888888825,0.21200000000000047,0.19153008602256386,0.5303030303030303,0.9996121233447762
0.2666666666666673,0.2040000000000009,0.23134491602819662,0.5454545454545454,0.999620120801585
0.2666666666666673,0.19200000000000045,0.2646000470307724,0.9242424242424242,0.9996101239805742
0.2777777777777778,0.2,0.25760421964464425,0.9393939393939394,0.999631117304697
0.2222222222222222,0.24,0.1809597832209517,0.9545454545454546,0.0
0.2222222222222222,0.28,0.17894798724700453,0.9696969696969697,0.0
0.272222222222221,0.26799999999999957,0.18861937339698895,0.9848484848484849,0.9996081246163719
0.2777777777777778,0.16400000000000092,0.2267436932281157,0.48484848484848486,0.9996441131720114
0.2555555555555568,0.1440000000000009,0.09820544791341965,0.5,0.9996091242984732
0.26111111111111046,0.14,0.046377946942726365,0.5151515151515151,0.99959712811326
0.26111111111111046,0.14,0.031764911762614916,0.5303030303030303,0.9996131230268773
0.2777777777777778,0.16,0.032252992743042455,0.5454545454545454,0.9996441131720114
0.2388888888888895,0.12799999999999956,0.2411229417201232,0.9090909090909091,0.9996361157152026
0.26111111111111046,0.15599999999999908,0.2154002537474229,0.9242424242424242,0.999663107131932
0.2777777777777778,0.2040000000000009,0.21867873607533675,0.9393939393939394,0.9996371153973036
0.2777777777777778,0.24,0.17487312628856114,0.9545454545454546,0.999619121119484
0.2777777777777778,0.24,0.1831588819801049,0.9696969696969697,0.9996131230268773
0.2555555555555568,0.10799999999999954,0.08847253895077628,0.48484848484848486,0.9995981277953611
0.2777777777777778,0.12,5.4686944585719834e-05,0.5,0.9996121233447762
0.2222222222222222,0.12,0.0,0.5151515151515151,0.9996081246163719
0.2777777777777778,0.12,0.020524693889827687,0.5303030303030303,0.9996231198478883
0.26111111111111046,0.1359999999999991,0.05376957109029363,0.5454545454545454,0.9996241195299894
0.16111111111110984,0.11599999999999909,0.1739140539978891,0.8939393939393939,0.9996601080856288
0.2222222222222222,0.12,0.11663221389157767,0.9090909090909091,0.9997340845611096
0.2777777777777778,0.12,0.21538931635850572,0.9242424242424242,0.9997020947338747
0.2833333333333346,0.17200000000000046,0.21900754132965838,0.9393939393939394,0.9996751033171452
0.3333333333333333,0.2,0.1869767142989954,0.9545454545454546,0.9996261188941916
0.29444444444444506,0.22799999999999954,0.18251904472845198,0.9696969696969697,0.9996101239805742
0.2222222222222222,0.08,0.052481009958492614,0.5,0.9996171217552818
0.2222222222222222,0.12,0.09957809022252119,0.5303030303030303,0.9996271185762928
0.2444444444444432,0.12,0.08115269141797779,0.5454545454545454,0.9996131230268773
0.06111111111111237,0.1,0.12454404759951658,0.8787878787878788,0.9996671058603365
0.1111111111111111,0.12,0.11270022257586447,0.8939393939393939,0.9997560775673335
0.2222222222222222,0.12,0.14068695005441353,0.9242424242424242,0.9996491115825168
0.2666666666666673,0.1440000000000009,0.1787183020797445,0.9393939393939394,0.9996371153973036
0.2555555555555568,0.08799999999999955,0.029710049819806524,0.5,0.9996261188941916
0.2777777777777778,0.08,0.029263667634625585,0.5151515151515151,0.9996611077677299
0.2555555555555568,0.1,0.06684658671435369,0.5303030303030303,0.999619121119484
0.2388888888888895,0.10799999999999954,0.10595458796121603,0.5454545454545454,0.9996081246163719
0.10000000000000063,0.01599999999999909,0.11953677423588668,0.8484848484848485,0.9996351160331015
0.04999999999999874,0.06,0.11530878983260327,0.8636363636363636,0.9996501112646179
0.05555555555555555,0.08,0.09796345818362784,0.8787878787878788,0.9997340845611096
0.0,0.12,0.15637663445605632,0.8939393939393939,0.0
0.1111111111111111,0.12,0.20110303567229396,0.9090909090909091,0.999673103952943
0.16111111111110984,0.12,0.16834145434460432,0.9242424242424242,0.999620120801585
0.08333333333333333,0.004000000000000909,0.182151275026113,0.8333333333333334,0.999653110310921
0.1111111111111111,0.0,0.11360939302960205,0.8484848484848485,0.9996841004560549
0.0,0.04,0.11586933101460689,0.8787878787878788,0.0
0.03888888888888826,0.08400000000000091,0.14886606620401513,0.8939393939393939,0.9996421138078091
0.05555555555555555,0.004000000000000909,0.35515068987580595,0.8181818181818182,0.9996870995023581
0.05555555555555555,0.0,0.19081095270126164,0.8333333333333334,0.9997850683482653
0.05555555555555555,0.04,0.1218951487211458,0.8787878787878788,0.9996940972770659
0.033333333333334596,0.06,0.13865669723666868,0.8939393939393939,0.9996261188941916
0.07222222222222285,0.012000000000000455,0.33112124642484103,0.8181818181818182,0.9996591084035277
0.09444444444444382,0.02,0.31139293116554284,0.8333333333333334,0.9996851001381561
0.1111111111111111,0.04,0.21212655652716028,0.8484848484848485,0.9997360839253118
0.16666666666666666,0.04,0.15658786277951867,0.8636363636363636,0.9996071249342708
0.10000000000000063,0.04,0.1269878704356909,0.8787878787878788,0.9996171217552818
0.09444444444444382,0.027999999999999546,0.3131114683991491,0.8333333333333334,0.9996371153973036
0.1277777777777784,0.03599999999999909,0.2689613308614835,0.8484848484848485,0.9996141227089785
